name,type,region,lat,lng,address,tel,email,web,contact1_name,contact1_role,contact1_email
Elec Services,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,,,,Josh Wade,
Gen-Lec Limited,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,,,,Josh Wade,
Morris Property,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,markbennett@morrisproperty.co.uk,,Mark Bennett,Josh Wade,
Penguin MEP,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,dewi@penguinmep.com,,Dewi Roberts,Josh Wade,
S E Distribution Ltd,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,,,,Josh Wade,
Welfix,distributor,OTHER — United Kingdom,52.70734,-2.75641,"Shrewsbury, United Kingdom",442000000000,,,,Josh Wade,
Elite Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,52.71156,-2.00038,"Hednesford, United Kingdom",442000000000,,,,Liam Cook,
G2 Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,52.71156,-2.00038,"Hednesford, United Kingdom",442000000000,,,,Liam Cook,
Elite Sourcing Solutions Ltd,distributor,OTHER — United Kingdom,52.71393,-1.04995,"East Goscote, United Kingdom",441000000000,,,,Contact,
Electract,distributor,OTHER — United Kingdom,52.71447,-1.32061,"Bardon Hill, United Kingdom",442000000000,,,,Contact,
Vented Services (Telford) Ltd,distributor,OTHER — United Kingdom,52.72201,-2.45936,"Hortonwood, United Kingdom",442000000000,,,,Liam Cook,
L H Electrical Ltd - Coalville,distributor,ELECTRICAL — United Kingdom,52.72457,-1.36771,"Coalville, United Kingdom",442000000000,dan@lectri-call.co.uk,,,Liam Cook,
Thurston Electrical Supplies,distributor,ELECTRICAL — United Kingdom,52.72457,-1.36771,"Coalville, United Kingdom",442000000000,,,,Liam Cook,
Life Unlimited Church,distributor,OTHER — Australia,52.74071,-1.14515,"Charnwood, Australia",61261968600,,,,Contact,
039 Edmundson Electrical Kings Lynn,distributor,ELECTRICAL — Kings Lynn — United Kingdom,52.74701,0.42079,"Hellesdon Park Road, Telford Way Industrial Estate, PE30 4LS, United Kingdom",01553 773132,nick.goodchild@eel.co.uk,,NICK GOODCHILD,Liam Cook,L.Cook@zip-clip.com
Switch Electrical Wholesale Limited Kings Lynn,distributor,ELECTRICAL — United Kingdom,52.75168,0.4023,"Kings Lynn, United Kingdom",,,,,Toby House,
Air Conditioning & Refrigeration Supplies Ltd,distributor,HVAC — United Kingdom,52.76152,-1.93597,"Rugeley, United Kingdom",442000000000,avn@refrig.ro,,Andrei-Vasile Neagu,Liam Cook,
CED Braintree,distributor,OTHER — United Kingdom,52.76152,-1.93597,"Rugeley, United Kingdom",441000000000,,,,Liam Cook,
CED Rugeley,distributor,OTHER — United Kingdom,52.76152,-1.93597,"Rugeley, United Kingdom",442000000000,,,,Liam Cook,
Power Electrical Distribution Ltd - Rugeley,distributor,ELECTRICAL — United Kingdom,52.76152,-1.93597,"Rugeley, United Kingdom",442000000000,,,,Liam Cook,
HIJ Electrical Contractors,distributor,ELECTRICAL — United Kingdom,52.76549,-3.27151,"Llanfyllin, United Kingdom",,,,,Liam Cook,
7 Core Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,52.76693,-0.88791,"Melton Mowbray, United Kingdom",,,,,Liam Cook,
Booth and Lane Electrical Contractors,distributor,ELECTRICAL — United Kingdom,52.76693,-0.88791,"Melton Mowbray, United Kingdom",448000000000,purchasing@ne-electrical.co.uk,,,Liam Cook,
LOL Contracts Limited,distributor,OTHER — United Kingdom,52.76693,-0.88791,"Melton Mowbray, United Kingdom",442000000000,mike@lolcontracts.com,,,Liam Cook,
M.R.S,distributor,OTHER — United Kingdom,52.76693,-0.88791,"Melton Mowbray, United Kingdom",442000000000,,,,Liam Cook,
Milestone Communications,distributor,OTHER — United Kingdom,52.76693,-0.88791,"Melton Mowbray, United Kingdom",442000000000,m.sahiaoui@icat.ma,,Meriem SAHIAOUI,Liam Cook,
PCI Installations,distributor,OTHER — United Kingdom,52.76693,-0.88791,"Melton Mowbray, United Kingdom",442000000000,tony.rose@pci-installations.co.uk,,,Liam Cook,
S T Electrical Services,distributor,ELECTRICAL,52.76693,-0.88791,Melton Mowbray,,,,,Contact,
S T Electrical Services,distributor,ELECTRICAL,52.76693,-0.88791,Melton Mowbray,,,,,Contact,
Martin Pearce Electrical,distributor,ELECTRICAL — United Kingdom,52.78132,-3.09031,"Llanymynech, United Kingdom",,,,,Liam Cook,
ERA Engineering Supplies Ltd,distributor,OTHER — United Kingdom,52.78729,-0.1558,"Spalding, United Kingdom",442000000000,,,,Liam Cook,
Switch Electrical Wholesale Limited Spalding,distributor,ELECTRICAL — United Kingdom,52.78729,-0.1558,"Spalding, United Kingdom",,,,,Liam Cook,
Whytek Heating Services Ltd,distributor,HVAC — United Kingdom,52.80629,-1.56148,"Bretby, United Kingdom",448000000000,,,,Contact,
Lectri-call LTD,distributor,OTHER — United Kingdom,52.80678,-2.12196,"Stafford, United Kingdom",442000000000,,,,Liam Cook,
Lectri-Call Ltd,distributor,OTHER — United Kingdom,52.80678,-2.12196,"Stafford, United Kingdom",442000000000,,,,Liam Cook,
Power Electrical Distribution Ltd - Stafford,distributor,ELECTRICAL — United Kingdom,52.80678,-2.12196,"Stafford, United Kingdom",442000000000,,,,Liam Cook,
Rexel - Burton on Trent,distributor,ELECTRICAL — United Kingdom,52.81403,-1.63714,"Burton on Trent, United Kingdom",,,,,Liam Cook,
Border temperature control,distributor,OTHER — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",442000000000,,,,Liam Cook,
Creation Group,distributor,OTHER,52.85715,-3.05641,Oswestry,442000000000,,,,Contact,
Highline Electrical,distributor,ELECTRICAL — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",442000000000,andy@highlineelectrical.co.uk,,Andy Vaughan,Liam Cook,
IPSUM Power,distributor,ELECTRICAL — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",448000000000,liam.sheady@ipsum.co.uk,,Liam Sheady,Liam Cook,
Nyke Energy Services,distributor,OTHER — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",442000000000,,,,Liam Cook,
Pave Away Ltd,distributor,OTHER — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",442000000000,rob.keyland@paveaway.co.uk,,,Liam Cook,
Paveaways Building Contractors,distributor,OTHER — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",4400000000000,rob.keyland@paveaway.co.uk,,,Liam Cook,
SB4 Construction,distributor,OTHER — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",442000000000,anthony.litchfield@sb4construction.com,,Anthony Litchfield,Liam Cook,
Systems Workshop,distributor,OTHER — United Kingdom,52.85715,-3.05641,"Oswestry, United Kingdom",442000000000,,,,Liam Cook,
Town Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,52.89812,-1.8658,"Uttoxeter, United Kingdom",442000000000,sales@townelectrical.com,,Chris Owen,Liam Cook,
P S Higgins,distributor,OTHER — United Kingdom,52.90355,-2.48348,"Market Drayton, United Kingdom",442000000000,shaun.sloan@pshiggins.co.uk,,Shaun Sloan,Contact,
3Line Electrical Wholesale Ltd - Derby,distributor,ELECTRICAL — United Kingdom,52.92253,-1.47462,"Derby, United Kingdom",441000000000,keith@3lineelectrical.co.uk,,Keith Avenell Avenell,Liam Cook,
Rexel - Derby Osmaston Park Hub,distributor,ELECTRICAL — United Kingdom,52.92253,-1.47462,"Derby, United Kingdom",,,,,Liam Cook,
Midfix Ltd,distributor,OTHER — United Kingdom,52.92392,-1.21239,"Beeston, United Kingdom",441000000000,scott.humphris@midfix.co.uk,,Scott Humphris Humphris,Liam Cook,
Kronospan,distributor,OTHER — United Kingdom,52.9325,-3.05686,"Chirk, United Kingdom",442000000000,info@kronospan.co.uk,,,Liam Cook,
Richard Burbridge,distributor,OTHER — United Kingdom,52.9325,-3.05686,"Chirk, United Kingdom",442000000000,,,,Liam Cook,
Worcester Electrical Distributors Ltd - Hereford,distributor,ELECTRICAL — United Kingdom,52.9523,-1.18156,"Faraday Road, United Kingdom",441000000000,timgreen@worcesterelectrical.co.uk,,Tim Green,Liam Cook,
Eyre & Elliston Ltd - Nottingham,distributor,OTHER — United Kingdom,52.95358,-1.05991,"Colwick Ind Est, United Kingdom",441000000000,,,,Liam Cook,
Ashfield Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",442000000000,,,,Liam Cook,
Dalkia,distributor,OTHER — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",442000000000,contactus@dalkia.co.uk,,Contactus Generic,Liam Cook,
Glover Electrical,distributor,ELECTRICAL — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,,,,Liam Cook,
K & R Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,,,,Liam Cook,
KDCH Ltd,distributor,OTHER — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",442000000000,calvin@kdch.co.uk,,Calvin Atkins,Liam Cook,
Merrill Brown Ltd,distributor,OTHER — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,,,,Liam Cook,
OMC Joinery,distributor,OTHER — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",0115 90 7607,,,,Liam Cook,
Rexel - Nottingham Clarke Road,distributor,ELECTRICAL — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",,,,,Liam Cook,
Saxon Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,,,,Liam Cook,
Smith Brothers Stores,distributor,OTHER — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,,,,Liam Cook,
Sparks Mechanical Services Ltd,distributor,OTHER — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,,,,Liam Cook,
Trentside Fixings Limited,distributor,FIXINGS — United Kingdom,52.95402,-1.15499,"Nottingham, United Kingdom",441000000000,dan@trentsidefixings.co.uk,,Dan Bird,Liam Cook,
KH Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,52.95636,-1.08638,"Colwick, United Kingdom",0115 941 866,derek@khelec.co.uk,,"Derek McCrorie,",Liam Cook,
Lenton Electrical Supplies LTD,distributor,ELECTRICAL — United Kingdom,52.95784,-1.1835,"Midland Way, United Kingdom",1159002390,,,,Contact,
Rexel - Ilkeston,distributor,ELECTRICAL — United Kingdom,52.96793,-1.30727,"Ilkeston, United Kingdom",,,,,Liam Cook,
Robstock,distributor,OTHER — United Kingdom,52.96793,-1.30727,"Ilkeston, United Kingdom",441000000000,paul@robstock.co.uk,,,Liam Cook,
Carter Mason Electricals Ltd,distributor,ELECTRICAL — United Kingdom,52.96971,-2.20765,"Trentham, United Kingdom",442000000000,,,,Liam Cook,
Harding Electrical - 264,distributor,ELECTRICAL — United Kingdom,52.98431,-1.18158,"Basford, United Kingdom",442000000000,,,,Liam Cook,
Rexel - Stoke Phoenix Park,distributor,ELECTRICAL — United Kingdom,52.99192,-2.13122,"Longton, United Kingdom",,,,,Liam Cook,
A B C TOOLS AND FASTENERS LIMITED,distributor,FIXINGS — United Kingdom,53.00334,-2.18274,"Stoke-on-Trent, United Kingdom",442000000000,,,,Liam Cook,
I & P Lifting Gear Ltd,distributor,OTHER — United Kingdom,53.00334,-2.18274,"Stoke on Trent, United Kingdom",442000000000,,,,Liam Cook,
Laybright Electrics Limited,distributor,ELECTRICAL — United Kingdom,53.01827,-1.33836,"Langley Mill, United Kingdom",442000000000,,,,Contact,
Cable Services Ltd - Swindon,distributor,ELECTRICAL — United Kingdom,53.04304,-2.99249,"Wrexham, United Kingdom",442000000000,,,,Liam Cook,
Xplore,distributor,OTHER — United Kingdom,53.04304,-2.99249,"Wrexham, United Kingdom",,,,,Liam Cook,
BAPP Industrial Supplies (Mansfield) Ltd,distributor,OTHER — United Kingdom,53.10096,-1.26961,"Kirkby-in-Ashfield, United Kingdom",442000000000,,,,Contact,
Eyre & Elliston Ltd - Mansfield,distributor,OTHER — United Kingdom,53.1472,-1.19867,"Mansfield, United Kingdom",442000000000,,,,Liam Cook,
Rexel - Mansfield,distributor,ELECTRICAL — United Kingdom,53.1472,-1.19867,"Mansfield, United Kingdom",,,,,Liam Cook,
Selmec,distributor,OTHER — United Kingdom,53.17088,-0.60108,"South Hykeham, United Kingdom",442000000000,,,,Contact,
Spectrum Safety Ltd,distributor,OTHER — United Kingdom,53.18744,-1.35748,"Holmewood, United Kingdom",441000000000,,,,Contact,
Rexel - Deeside,distributor,ELECTRICAL — United Kingdom,53.19973,-3.03297,"Deeside, United Kingdom",,,,,Josh Wade,
Rexel - Chesterfield,distributor,ELECTRICAL — United Kingdom,53.22054,-1.41806,"Storforth Lane, United Kingdom",,,,,Contact,
G S M Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.23349,-1.4238,"Chesterfield, United Kingdom",441000000000,,,,Josh Wade,
Recon Electrical Ltd,distributor,ELECTRICAL — United Kingdom,53.23349,-1.4238,"Chesterfield, United Kingdom",441000000000,dan@lectri-call.co.uk,,,Josh Wade,
Switch Electrical Supplies Limited,distributor,ELECTRICAL — United Kingdom,53.24335,-1.33341,"Markham Vale, United Kingdom",441000000000,craig.brennan@switch-electrical.net,,Craig Brennan,Contact,
Tenet,distributor,OTHER — United Kingdom,53.26532,-4.42914,"Anglesey, United Kingdom",448000000000,,,,Contact,
Eyre & Elliston Ltd - Chorley,distributor,OTHER — United Kingdom,53.2666,-1.4421,"Sheepbridge, United Kingdom",441000000000,,,,Contact,
Rexel - Ellesmere Port,distributor,ELECTRICAL — United Kingdom,53.27981,-2.8974,"Ellesmere Port, United Kingdom",,,,,Josh Wade,
Deakin Electrical Supplies - 491,distributor,ELECTRICAL — United Kingdom,53.28287,-3.82948,"Conwy, United Kingdom",442000000000,,,,Josh Wade,
KHS Mechanical,distributor,OTHER — United Kingdom,53.28442,-3.58294,"Abergele, United Kingdom",441000000000,,,,Josh Wade,
MM Services UK,distributor,OTHER — United Kingdom,53.28442,-3.58294,"Aberegele, United Kingdom",442000000000,jake@mmservicesuk.com,,,Contact,
7 Core Electrical Wholesale Ltd - Worksop,distributor,ELECTRICAL — United Kingdom,53.3093,-1.12275,"Worksop, United Kingdom",,,,,Contact,
Lexon G.B. Ltd,distributor,OTHER — United Kingdom,53.31439,-6.32356,"Crumlin, United Kingdom",441000000000,,,,Contact,
OB Electrical,distributor,ELECTRICAL — United Kingdom,53.31949,-3.49159,"Rhyl, United Kingdom",448000000000,,,,Josh Wade,
CEF RETFORD,distributor,ELECTRICAL — United Kingdom,53.33627,-0.95374,"Aurillac Way,, United Kingdom",,,,,Contact,
Wilson FM Services,distributor,OTHER,53.33651,-3.40761,Prestatyn,448000000000,josh@wilsonfmservices.co.uk,,Josh Aitken,Contact,
053 Edmundson Electrical Widnes,distributor,ELECTRICAL — Widnes — United Kingdom,53.36403,-2.71692,"Dennis Road, Mitre Way, Widnes, WA8 0YQ, United Kingdom",0151 424 7411,paul.white@eel.co.uk,,PAUL WHITE,Josh Wade,J.Wade@zip-clip.com
GRS Electrical Services,distributor,ELECTRICAL — United Kingdom,53.36596,-0.00771,"Louth, United Kingdom",442000000000,,,,Liam Cook,
SR Electrical Wholesalers Limited Louth,distributor,ELECTRICAL — United Kingdom,53.36596,-0.00771,"Louth, United Kingdom",442000000000,steve.mannion@srelectrical.co.uk,,Steve Mannion,Liam Cook,
The Northern Lighting Company,distributor,ELECTRICAL — United Kingdom,53.37142,-3.03902,"Prenton, United Kingdom",442000000000,,,,Contact,
Sound Interiors Ltd,distributor,OTHER — United Kingdom,53.3763,-2.112,"Hazel Grove, United Kingdom",442000000000,,,,Josh Wade,
A A Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,karl@aaelectricalwholesalers.co.uk,,Karl Green,Josh Wade,
Bernard Wilkinson & Partners,distributor,OTHER — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
CLE Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
Eyre & Elliston Ltd - Sheffield,distributor,OTHER — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
Gripple UK & Ireland,distributor,OTHER — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",,,,,Josh Wade,
Mechanical & Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
Robert Neill,distributor,OTHER — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
Samson Mechanical Services Ltd,distributor,OTHER — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
U K Fixings Ltd,distributor,FIXINGS — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
Ventilation Direct Ltd,distributor,HVAC — United Kingdom,53.38113,-1.47009,"Sheffield, United Kingdom",441000000000,,,,Josh Wade,
Reliable Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.3869,-2.3489,"Altrincham, United Kingdom",442000000000,info@reliableelectrical.co.uk,,,Josh Wade,
CMR Supply and services,distributor,OTHER — United Kingdom,53.38812,-3.02992,"Birkenhead, United Kingdom",442000000000,chrisp@cmrsupply.co.uk,,Chris P,Josh Wade,
Smith Brothers Stores Ltd - Birkenhead,distributor,OTHER — United Kingdom,53.38812,-3.02992,"Birkenhead, United Kingdom",442000000000,,,,Josh Wade,
Goliath Electrical Supplies,distributor,ELECTRICAL — United Kingdom,53.38837,-2.25601,"Wythenshawe, United Kingdom",442000000000,,,,Contact,
Eurosales Ireland - Dormant Account,distributor,OTHER,53.38973,-6.29293,Dublin 11,00353 1 830 0937,,,,Contact,
ABB Group,distributor,OTHER — Switzerland,53.39204,-2.60235,"Warrington, Switzerland",,,,,Contact,
Charleson Building Services Ltd,distributor,OTHER — United Kingdom,53.39204,-2.60235,"Warrington, United Kingdom",442000000000,david.pierre@charleson.co.uk,,David Pierre,Josh Wade,
Eyre & Elliston Ltd - Warrington,distributor,OTHER — United Kingdom,53.39204,-2.60235,"Warrington, United Kingdom",442000000000,,,,Josh Wade,
Locker (Architectural) Group,distributor,OTHER — United Kingdom,53.39204,-2.60235,"Warrington, United Kingdom",442000000000,,,,Josh Wade,
Rack & Shelf Labels (UK) Ltd - USE RACKSHLF,distributor,OTHER — United Kingdom,53.39204,-2.60235,"Warrington, United Kingdom",442000000000,,,,Josh Wade,
Rexel - Warrington,distributor,ELECTRICAL — United Kingdom,53.39204,-2.60235,"Warrington, United Kingdom",,,,,Josh Wade,
Warehouse Lines and Signs Limited,distributor,OTHER — United Kingdom,53.39204,-2.60235,"Warrington, United Kingdom",442000000000,,,,Josh Wade,
Industrial Contract Supplies Ltd,distributor,OTHER — United Kingdom,53.39542,-2.64419,"Great Sankey, United Kingdom",442000000000,,,,Contact,
Frederick Thomas Electrical & Maintenance Ltd,distributor,ELECTRICAL — United Kingdom,53.39673,-2.31927,"Timperley, United Kingdom",442000000000,,,,Contact,
Lincs Electrical Wholesalers Ltd - Barnsley,distributor,ELECTRICAL — United Kingdom,53.40058,-0.77446,"Gainsborough, United Kingdom",,,,,Josh Wade,
H & S Electrical Wholesalers Ltd - Stockport,distributor,ELECTRICAL — United Kingdom,53.40186,-2.15399,"Higher Hillgate, United Kingdom",442000000000,garycollick@hselec.co.uk,,,Contact,
E-Tech Components UK Limited,distributor,OTHER — United Kingdom,53.40837,-2.99157,"LIVERPOOL, United Kingdom",442000000000,,,,Josh Wade,
Eyre & Elliston Ltd - Liverpool,distributor,OTHER — United Kingdom,53.40837,-2.99157,"Liverpool, United Kingdom",442000000000,wellmanelectrical@live.co.uk,,Matt Wellman,Josh Wade,
Knowsley Electrical Supplies,distributor,ELECTRICAL,53.40837,-2.99157,Liverpool,,paul.keegan@knowsleyelectricalsupplies.co.uk,,Paul Keegan,Contact,
Merseyside Metalworks Ltd,distributor,FIXINGS — United Kingdom,53.40837,-2.99157,"Liverpool, United Kingdom",442000000000,,,,Josh Wade,
Delta Neu Ltd,distributor,OTHER — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",442000000000,,,,Josh Wade,
Express Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",442000000000,,,,Josh Wade,
T N Robinson Ltd - Stockport,distributor,OTHER — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",442000000000,,,,Josh Wade,
TF Solutions,distributor,OTHER — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",443000000000,darrenalston@tfsolutions.co.uk,,Darren Alston,Josh Wade,
Tool & Fastener Solutions Ltd - Aston,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",441000000000,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Birmingham,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Bristol,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",441000000000,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Burton,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",441000000000,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Dunstable,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",448000000000,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Exeter,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",441000000000,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Glasgow,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",441000000000,,,,Josh Wade,
Tool & Fastener Solutions Ltd - Liverpool,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",442000000000,wellmanelectrical@live.co.uk,,Matt Wellman,Josh Wade,
Tool & Fastener Solutions Ltd - Nottingham,distributor,FIXINGS — United Kingdom,53.41063,-2.15753,"Stockport, United Kingdom",441000000000,,,,Josh Wade,
Maxmade Ltd,distributor,OTHER — United Kingdom,53.42867,-2.80456,"Prescot, United Kingdom",442000000000,,,,Contact,
Greenwood Hargreaves Ltd,distributor,OTHER — United Kingdom,53.43713,-2.98448,"Kirkdale, United Kingdom",442000000000,lee@green.supplies,,Lee Green,Contact,
A B M Electrical Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,53.43727,-2.16115,"Reddish, United Kingdom",442000000000,,,,Contact,
Park Signalling,distributor,OTHER — United Kingdom,53.43727,-2.16115,"Reddish, United Kingdom",442000000000,christopher.denyer@park-signalling.co.uk,,Chris Denyer,Contact,
Lloyd Jones,distributor,OTHER — United Kingdom,53.44326,-2.9989,"Bootle, United Kingdom",,,,,Josh Wade,
AVK Syddal Ltd,distributor,OTHER — United Kingdom,53.45298,-2.08279,"Hyde, United Kingdom",441000000000,,,,Josh Wade,
MK Electrical Supplies Limited,distributor,ELECTRICAL — United Kingdom,53.45631,-2.7371,"St Helens, United Kingdom",442000000000,mark@mkelectricalsupplies.co.uk,,Mark Daverin,Contact,
Service Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,53.45776,-2.98455,"Hawthorne Road, United Kingdom",442000000000,,,,Contact,
LPD Electrical Wholesalers Limited Old Trafford,distributor,ELECTRICAL — United Kingdom,53.46209,-2.27664,"Old Trafford, United Kingdom",442000000000,mail@lpdelectrical.co.uk,,Vincent Priest,Josh Wade,
Moss Electrical Ltd - Manchester,distributor,ELECTRICAL — United Kingdom,53.47072,-2.32306,"Trafford Park, United Kingdom",442000000000,dan@lectri-call.co.uk,,,Josh Wade,
Rexel Trafford Park,distributor,ELECTRICAL — United Kingdom,53.47072,-2.32306,"Trafford Park, United Kingdom",,,,,Josh Wade,
J.D.W. Engineering,distributor,OTHER — United Kingdom,53.47876,-2.09452,"Dukinfield, United Kingdom",442000000000,,,,Josh Wade,
Airvance Group UK,distributor,OTHER — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",,andre.chouquais@airvancegroup.com,,André CHOUQUAIS,Josh Wade,
Alpha Tube Company,distributor,OTHER — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",442000000000,orders@alphatube.co.uk,,,Josh Wade,
COP UK (Weststone Ltd) Manchester,distributor,OTHER — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",442000000000,,,,Josh Wade,
Flintnine Fasteners Ltd,distributor,FIXINGS — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",442000000000,,,,Josh Wade,
Gilbey Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",442000000000,alan@gilbeyelectrical.co.uk,,Alan Kelly,Josh Wade,
N G Bailey Manchester Office,distributor,OTHER — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",442000000000,david.hurcomb@ngbailey.co.uk,,David Stuart Hurcomb Hurcomb,Josh Wade,
"Qualtex Jegs, Qualtex UK Limited",distributor,OTHER — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",442000000000,,,,Josh Wade,
SITECO,distributor,OTHER — United Kingdom,53.48076,-2.24263,"Manchester, United Kingdom",,c.westbrook@siteco.co.uk,,Charlotte Westbrook,Josh Wade,
Kier Group,distributor,OTHER — United Kingdom,53.48729,-2.29001,"Salford, United Kingdom",,,,,Josh Wade,
KMG Ltd,distributor,OTHER — United Kingdom,53.48729,-2.29001,"Salford, United Kingdom",442000000000,,,,Josh Wade,
WAE Group Ltd,distributor,OTHER — United Kingdom,53.49049,-1.53777,"Wortley, United Kingdom",441000000000,,,,Contact,
Daton Electrical - 475,distributor,ELECTRICAL — United Kingdom,53.49502,-2.51971,"Leigh, United Kingdom",442000000000,,,,Josh Wade,
Elan Europe Limied,distributor,OTHER — United Kingdom,53.49502,-2.51971,"Leigh, United Kingdom",1925715767,,,,Josh Wade,
Iduct,distributor,OTHER — United Kingdom,53.49502,-2.51971,"Leigh, United Kingdom",1615094001,,,,Josh Wade,
LPD Electrical Wholesalers Limited Leigh,distributor,ELECTRICAL — United Kingdom,53.49502,-2.51971,"Leigh, United Kingdom",442000000000,mail@lpdelectrical.co.uk,,Vincent Priest,Josh Wade,
LPD Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,53.49502,-2.51971,"Leigh, United Kingdom",442000000000,mail@lpdelectrical.co.uk,,Vincent Priest,Josh Wade,
CC Electrical Ltd,distributor,ELECTRICAL — United Kingdom,53.52275,-1.13234,"Doncaster, United Kingdom",441000000000,dan@lectri-call.co.uk,,,Josh Wade,
Interfix Supplies,distributor,OTHER — United Kingdom,53.52275,-1.13234,"Doncaster, United Kingdom",441000000000,,,,Josh Wade,
Smith Brothers (Caer Conan) Wholesale Ltd,distributor,ELECTRICAL — United Kingdom,53.52275,-1.13234,"Doncaster, United Kingdom",441000000000,,,,Josh Wade,
COP UK (Weststone Ltd) Oldham,distributor,OTHER — United Kingdom,53.54093,-2.11137,"Oldham, United Kingdom",441000000000,,,,Josh Wade,
